Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6360,06-08-2014,00606 / GKN,,Empty Container Movement Charges,00606 / GKN,24000,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Halting Charges,00606 / GKN,1200,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Halting Charges,00606 / GKN,1200,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Halting Charges,00606 / GKN,1200,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Halting Charges,00606 / GKN,1200,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Halting Charges,00606 / GKN,2400,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Halting Charges,00606 / GKN,2400,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Service Tax,00606 / GKN,0,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6361,06-08-2014,00451 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00451 / GKN,8000,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6CAS/2589.960 KGS/ ,
sales,6361,06-08-2014,00451 / GKN,,Transport Charges,00451 / GKN,8000,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6CAS/2589.960 KGS/ ,
sales,6361,06-08-2014,00451 / GKN,,Service Tax,00451 / GKN,0,JOBNO:00451/ AWB/BL.NO.:CHN1405032 dt.14/05/2014/ BE.NO.:5607964 dt.26/05/2014/ TULIP AAR2900I LONG RH (ACTUAL USER) (288 PCS @ USD 16.60 / PCS)/ 6CAS/2589.960 KGS/ ,
sales,6362,06-08-2014,00706 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00706 / GKN,8000,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6362,06-08-2014,00706 / GKN,,Transport Charges,00706 / GKN,8000,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6362,06-08-2014,00706 / GKN,,Service Tax,00706 / GKN,0,JOBNO:00706/ AWB/BL.NO.:SINCB14025710 dt.24/06/2014/ BE.NO.:5963347 dt.30/06/2014/ GREASE- ONE LUBER GKN-C (ACTUAL USER) (180 KGS/DRUM)/ 8 PLT/4800 KGS/ ,
sales,6363,06-08-2014,00460 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00460 / GKN,8000,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6363,06-08-2014,00460 / GKN,,Transport Charges,00460 / GKN,8000,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6363,06-08-2014,00460 / GKN,,Service Tax,00460 / GKN,0,JOBNO:00460/ AWB/BL.NO.:CHN1405034 dt.17/05/2014/ BE.NO.:5610190 dt.26/05/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (648 PCS @ USD 18.80/PCS)/ 3 CAS/2307.840 KGS/ ,
sales,6364,06-08-2014,00873 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00873 / GKN,1200,JOBNO:00873/ AWB/BL.NO.:02366177031 dt.10/07/2014/ BE.NO.:6171436 dt.19/07/2014/ CHUCK BODY (ACTUAL USER) (1 NUM @ EUR 8325.00/PCS)/ 1 PKG/19 KGS/ ,
sales,6364,06-08-2014,00873 / GKN,,Transport Charges,00873 / GKN,1200,JOBNO:00873/ AWB/BL.NO.:02366177031 dt.10/07/2014/ BE.NO.:6171436 dt.19/07/2014/ CHUCK BODY (ACTUAL USER) (1 NUM @ EUR 8325.00/PCS)/ 1 PKG/19 KGS/ ,
sales,6364,06-08-2014,00873 / GKN,,Service Tax,00873 / GKN,0,JOBNO:00873/ AWB/BL.NO.:02366177031 dt.10/07/2014/ BE.NO.:6171436 dt.19/07/2014/ CHUCK BODY (ACTUAL USER) (1 NUM @ EUR 8325.00/PCS)/ 1 PKG/19 KGS/ ,
sales,6365,06-08-2014,00934 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00934 / GKN,1200,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 6 PKG/413 KGS/ 934,912,
sales,6365,06-08-2014,00934 / GKN,,Transport Charges,00934 / GKN,1200,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 6 PKG/413 KGS/ 934,912,
sales,6365,06-08-2014,00934 / GKN,,Service Tax,00934 / GKN,0,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 6 PKG/413 KGS/ 934,912,
sales,6366,06-08-2014,00895 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00895 / GKN,1200,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 6PKG/267 KGS/ 895,878,847,
sales,6366,06-08-2014,00895 / GKN,,Transport Charges,00895 / GKN,1200,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 6PKG/267 KGS/ 895,878,847,
sales,6366,06-08-2014,00895 / GKN,,Service Tax,00895 / GKN,0,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 6PKG/267 KGS/ 895,878,847,
sales,6367,06-08-2014,00420 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00420 / GKN,3200,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 3PKG/1511 KGS/ 420,732,
sales,6367,06-08-2014,00420 / GKN,,Transport Charges,00420 / GKN,3200,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 3PKG/1511 KGS/ 420,732,
sales,6367,06-08-2014,00420 / GKN,,Service Tax,00420 / GKN,0,JOBNO:00420/ AWB/BL.NO.:SGSININMAA719718 dt.04/07/2014/ BE.NO.:6112197 dt.15/07/2014/ FIXED JOINT AC 2900I (ACTUAL USER)(400 PCS @ USD 12.02/PCS)/ 3PKG/1511 KGS/ 420,732,
sales,6368,06-08-2014,00705 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00705 / GKN,3200,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6368,06-08-2014,00705 / GKN,,Transport Charges,00705 / GKN,3200,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6368,06-08-2014,00705 / GKN,,Service Tax,00705 / GKN,0,JOBNO:00705/ AWB/BL.NO.:TYO-EXG-250103 dt.21/06/2014/ BE.NO.:6115577 dt.15/07/2014/ TRIPOD ASSY FOR GKN (1600 PCS @ JPY 996.40/PCS) (ACTUAL USER)/ 1 PLT/741 KGS/ ,
sales,6369,06-08-2014,00746 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00746 / GKN,6200,JOBNO:00746/ AWB/BL.NO.:CHNC1406082 DT.28/06/2014/ BE.NO.:6124696 dt.16/07/2014/ TULIP/ 5CASE/2672.71KGS/ ,
sales,6369,06-08-2014,00746 / GKN,,Transport Charges,00746 / GKN,6200,JOBNO:00746/ AWB/BL.NO.:CHNC1406082 DT.28/06/2014/ BE.NO.:6124696 dt.16/07/2014/ TULIP/ 5CASE/2672.71KGS/ ,
sales,6369,06-08-2014,00746 / GKN,,Service Tax,00746 / GKN,0,JOBNO:00746/ AWB/BL.NO.:CHNC1406082 DT.28/06/2014/ BE.NO.:6124696 dt.16/07/2014/ TULIP/ 5CASE/2672.71KGS/ ,
sales,6370,06-08-2014,00442 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00442 / GKN,11500,JOBNO:00442/ AWB/BL.NO.:FR2712978 dt.30/05/2014/ BE.NO.:6029691 dt.05/07/2014/ GREASE HTBJ (BECHEM) (ACTUAL USER) (180 KGS / DRUM)/ 17 PLT/9631 KGS/ ,
sales,6370,06-08-2014,00442 / GKN,,Transport Charges,00442 / GKN,11500,JOBNO:00442/ AWB/BL.NO.:FR2712978 dt.30/05/2014/ BE.NO.:6029691 dt.05/07/2014/ GREASE HTBJ (BECHEM) (ACTUAL USER) (180 KGS / DRUM)/ 17 PLT/9631 KGS/ ,
sales,6370,06-08-2014,00442 / GKN,,Service Tax,00442 / GKN,0,JOBNO:00442/ AWB/BL.NO.:FR2712978 dt.30/05/2014/ BE.NO.:6029691 dt.05/07/2014/ GREASE HTBJ (BECHEM) (ACTUAL USER) (180 KGS / DRUM)/ 17 PLT/9631 KGS/ ,
sales,6371,06-08-2014,00840 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00840 / GKN,1200,JOBNO:00840/ AWB/BL.NO.:60757453056 dt.14/07/2014/ BE.NO.:6107552 dt.15/07/2014/ NEEDLE GI1700I/GI2000I (BLUE) (ACTUAL USER) (600000 PCS @ EUR 0.002134 / PCS)/ 6 PKG/467 KGS/ 840,839,814,837,
sales,6371,06-08-2014,00840 / GKN,,Transport Charges,00840 / GKN,1200,JOBNO:00840/ AWB/BL.NO.:60757453056 dt.14/07/2014/ BE.NO.:6107552 dt.15/07/2014/ NEEDLE GI1700I/GI2000I (BLUE) (ACTUAL USER) (600000 PCS @ EUR 0.002134 / PCS)/ 6 PKG/467 KGS/ 840,839,814,837,
sales,6371,06-08-2014,00840 / GKN,,Service Tax,00840 / GKN,0,JOBNO:00840/ AWB/BL.NO.:60757453056 dt.14/07/2014/ BE.NO.:6107552 dt.15/07/2014/ NEEDLE GI1700I/GI2000I (BLUE) (ACTUAL USER) (600000 PCS @ EUR 0.002134 / PCS)/ 6 PKG/467 KGS/ 840,839,814,837,
sales,6372,06-08-2014,00762 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00762 / GKN,1200,JOBNO:00762/ AWB/BL.NO.:15783766141 DT.08/07/2014/ BE.NO.:6068310 dt.09/07/2014/ RETANING WASHER GI1700I (ACTUAL USER) (100000 PCS @ EUR 0.0256 / PCS)/ 36PKG / 499KGS/ 762,818,813,
sales,6372,06-08-2014,00762 / GKN,,Transport Charges,00762 / GKN,1200,JOBNO:00762/ AWB/BL.NO.:15783766141 DT.08/07/2014/ BE.NO.:6068310 dt.09/07/2014/ RETANING WASHER GI1700I (ACTUAL USER) (100000 PCS @ EUR 0.0256 / PCS)/ 36PKG / 499KGS/ 762,818,813,
sales,6372,06-08-2014,00762 / GKN,,Service Tax,00762 / GKN,0,JOBNO:00762/ AWB/BL.NO.:15783766141 DT.08/07/2014/ BE.NO.:6068310 dt.09/07/2014/ RETANING WASHER GI1700I (ACTUAL USER) (100000 PCS @ EUR 0.0256 / PCS)/ 36PKG / 499KGS/ 762,818,813,
sales,6373,06-08-2014,00742 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00742 / GKN,3200,JOBNO:00742/ AWB/BL.NO.:0454A16719 dt.30/06/2014/ BE.NO.:6038863 dt.07/07/2014/ BOOT/ 3 PKG/3.06CBM/ ,
sales,6373,06-08-2014,00742 / GKN,,Transport Charges,00742 / GKN,3200,JOBNO:00742/ AWB/BL.NO.:0454A16719 dt.30/06/2014/ BE.NO.:6038863 dt.07/07/2014/ BOOT/ 3 PKG/3.06CBM/ ,
sales,6373,06-08-2014,00742 / GKN,,Service Tax,00742 / GKN,0,JOBNO:00742/ AWB/BL.NO.:0454A16719 dt.30/06/2014/ BE.NO.:6038863 dt.07/07/2014/ BOOT/ 3 PKG/3.06CBM/ ,
sales,6374,06-08-2014,00700 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00700 / GKN,6200,JOBNO:00700/ AWB/BL.NO.:CHNC1406038 dt.17/06/2014/ BE.NO.:6021285 dt.05/07/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (216 PCS@ USD 18.80/PCS)/ 3 CAS/3.808CBM/ 700,622,
sales,6374,06-08-2014,00700 / GKN,,Transport Charges,00700 / GKN,6200,JOBNO:00700/ AWB/BL.NO.:CHNC1406038 dt.17/06/2014/ BE.NO.:6021285 dt.05/07/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (216 PCS@ USD 18.80/PCS)/ 3 CAS/3.808CBM/ 700,622,
sales,6374,06-08-2014,00700 / GKN,,Service Tax,00700 / GKN,0,JOBNO:00700/ AWB/BL.NO.:CHNC1406038 dt.17/06/2014/ BE.NO.:6021285 dt.05/07/2014/ TULIP LONG STEM AAR260 (ACTUAL USER) (216 PCS@ USD 18.80/PCS)/ 3 CAS/3.808CBM/ 700,622,
sales,6375,06-08-2014,00776 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00776 / GKN,8000,JOBNO:00776/ AWB/BL.NO.:CHNC1406060 dt.28/06/2014/ BE.NO.:6118401 dt.15/07/2014/ TULIP LONG STEM AAR200 (ACTUAL USER) (630 PCS @ USD 17.52 / PCS)/ 7 PLT /7.139CBM/ 776,689,690,
sales,6375,06-08-2014,00776 / GKN,,Transport Charges,00776 / GKN,8000,JOBNO:00776/ AWB/BL.NO.:CHNC1406060 dt.28/06/2014/ BE.NO.:6118401 dt.15/07/2014/ TULIP LONG STEM AAR200 (ACTUAL USER) (630 PCS @ USD 17.52 / PCS)/ 7 PLT /7.139CBM/ 776,689,690,
sales,6375,06-08-2014,00776 / GKN,,Service Tax,00776 / GKN,0,JOBNO:00776/ AWB/BL.NO.:CHNC1406060 dt.28/06/2014/ BE.NO.:6118401 dt.15/07/2014/ TULIP LONG STEM AAR200 (ACTUAL USER) (630 PCS @ USD 17.52 / PCS)/ 7 PLT /7.139CBM/ 776,689,690,
sales,6376,06-08-2014,00387 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00387 / GKN,3200,JOBNO:00387/ AWB/BL.NO.:CLTCHE1420001 dt.24/05/2014/ BE.NO.:6039029 dt.07/07/2014/ BOOT BJ TOYO 243L (ACTUAL USER) ( 2400 PCS @ USD 915.82/PCS)/ 1 PLT/195.595 KGS/ ,
sales,6376,06-08-2014,00387 / GKN,,Transport Charges,00387 / GKN,3200,JOBNO:00387/ AWB/BL.NO.:CLTCHE1420001 dt.24/05/2014/ BE.NO.:6039029 dt.07/07/2014/ BOOT BJ TOYO 243L (ACTUAL USER) ( 2400 PCS @ USD 915.82/PCS)/ 1 PLT/195.595 KGS/ ,
sales,6376,06-08-2014,00387 / GKN,,Service Tax,00387 / GKN,0,JOBNO:00387/ AWB/BL.NO.:CLTCHE1420001 dt.24/05/2014/ BE.NO.:6039029 dt.07/07/2014/ BOOT BJ TOYO 243L (ACTUAL USER) ( 2400 PCS @ USD 915.82/PCS)/ 1 PLT/195.595 KGS/ ,
sales,6377,06-08-2014,00735 / FERRUM,FERRUM EXTREME ENGINEERING PRIVATE LTD,,00735 / FERRUM,167425,JOBNO:00735/ AWB/BL.NO.:33101258 dt.22/06/2014/ BE.NO.:6224198 dt.24/07/2014/ USED UNION CNC FLOOR TYPE  HORIZONTAL BORING MILL (MODEL: PC130) (SERIAL NO.1350006) (EQUIPPED WITH: UNION DV20 CNC INFEEDING ROTARY TABLE (2) 3500 MM X 1750MM FLOOR PLATES   X TRAVEL 8 METERS  GLIDEMEISTER-DEVLIEG ETC. )/ 34 PKG/56400 KGS/ PROFORMA INVOICE,
sales,6377,06-08-2014,00735 / FERRUM,,DO CHARGES,00735 / FERRUM,167425,JOBNO:00735/ AWB/BL.NO.:33101258 dt.22/06/2014/ BE.NO.:6224198 dt.24/07/2014/ USED UNION CNC FLOOR TYPE  HORIZONTAL BORING MILL (MODEL: PC130) (SERIAL NO.1350006) (EQUIPPED WITH: UNION DV20 CNC INFEEDING ROTARY TABLE (2) 3500 MM X 1750MM FLOOR PLATES   X TRAVEL 8 METERS  GLIDEMEISTER-DEVLIEG ETC. )/ 34 PKG/56400 KGS/ PROFORMA INVOICE,
sales,6377,06-08-2014,00735 / FERRUM,,Service Tax,00735 / FERRUM,0,JOBNO:00735/ AWB/BL.NO.:33101258 dt.22/06/2014/ BE.NO.:6224198 dt.24/07/2014/ USED UNION CNC FLOOR TYPE  HORIZONTAL BORING MILL (MODEL: PC130) (SERIAL NO.1350006) (EQUIPPED WITH: UNION DV20 CNC INFEEDING ROTARY TABLE (2) 3500 MM X 1750MM FLOOR PLATES   X TRAVEL 8 METERS  GLIDEMEISTER-DEVLIEG ETC. )/ 34 PKG/56400 KGS/ PROFORMA INVOICE,
sales,6378,06-08-2014,00810 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00810 / GKN,8598.02,JOBNO:00810/ AWB/BL.NO.:0454A17060 dt.07/07/2014/ BE.NO.:6113289 dt.15/07/2014/ BOOT FJ UF 10174155 (ACTUAL USER) (2400 PCS @ USD 0.800 / PCS)/ 2 PKG/244.200 KGS/ ,
sales,6378,06-08-2014,00810 / GKN,,Documentation charges,00810 / GKN,150,JOBNO:00810/ AWB/BL.NO.:0454A17060 dt.07/07/2014/ BE.NO.:6113289 dt.15/07/2014/ BOOT FJ UF 10174155 (ACTUAL USER) (2400 PCS @ USD 0.800 / PCS)/ 2 PKG/244.200 KGS/ ,
sales,6378,06-08-2014,00810 / GKN,,Agency charges,00810 / GKN,1800,JOBNO:00810/ AWB/BL.NO.:0454A17060 dt.07/07/2014/ BE.NO.:6113289 dt.15/07/2014/ BOOT FJ UF 10174155 (ACTUAL USER) (2400 PCS @ USD 0.800 / PCS)/ 2 PKG/244.200 KGS/ ,
sales,6378,06-08-2014,00810 / GKN,,CFS Charges,00810 / GKN,5702,JOBNO:00810/ AWB/BL.NO.:0454A17060 dt.07/07/2014/ BE.NO.:6113289 dt.15/07/2014/ BOOT FJ UF 10174155 (ACTUAL USER) (2400 PCS @ USD 0.800 / PCS)/ 2 PKG/244.200 KGS/ ,
sales,6378,06-08-2014,00810 / GKN,,Service Tax On CFS Charges,00810 / GKN,705,JOBNO:00810/ AWB/BL.NO.:0454A17060 dt.07/07/2014/ BE.NO.:6113289 dt.15/07/2014/ BOOT FJ UF 10174155 (ACTUAL USER) (2400 PCS @ USD 0.800 / PCS)/ 2 PKG/244.200 KGS/ ,
sales,6378,06-08-2014,00810 / GKN,,Service Tax,00810 / GKN,241.02,JOBNO:00810/ AWB/BL.NO.:0454A17060 dt.07/07/2014/ BE.NO.:6113289 dt.15/07/2014/ BOOT FJ UF 10174155 (ACTUAL USER) (2400 PCS @ USD 0.800 / PCS)/ 2 PKG/244.200 KGS/ ,
sales,6379,06-08-2014,00868 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00868 / GKN,7034.02,JOBNO:00868/ AWB/BL.NO.:PKGNNA001565 dt.14/07/2014/ BE.NO.:6186525 dt.21/07/2014/ DAMPER MT EPSILON ( 1500 PCS@ EUR 0.9560/PCS) (ACTUAL USER)/ 2 PKG/619.200 KGS/ ,
sales,6379,06-08-2014,00868 / GKN,,Agency charges,00868 / GKN,1800,JOBNO:00868/ AWB/BL.NO.:PKGNNA001565 dt.14/07/2014/ BE.NO.:6186525 dt.21/07/2014/ DAMPER MT EPSILON ( 1500 PCS@ EUR 0.9560/PCS) (ACTUAL USER)/ 2 PKG/619.200 KGS/ ,
sales,6379,06-08-2014,00868 / GKN,,Documentation charges,00868 / GKN,150,JOBNO:00868/ AWB/BL.NO.:PKGNNA001565 dt.14/07/2014/ BE.NO.:6186525 dt.21/07/2014/ DAMPER MT EPSILON ( 1500 PCS@ EUR 0.9560/PCS) (ACTUAL USER)/ 2 PKG/619.200 KGS/ ,
sales,6379,06-08-2014,00868 / GKN,,CFS Charges,00868 / GKN,4310,JOBNO:00868/ AWB/BL.NO.:PKGNNA001565 dt.14/07/2014/ BE.NO.:6186525 dt.21/07/2014/ DAMPER MT EPSILON ( 1500 PCS@ EUR 0.9560/PCS) (ACTUAL USER)/ 2 PKG/619.200 KGS/ ,
sales,6379,06-08-2014,00868 / GKN,,Service Tax On CFS Charges,00868 / GKN,533,JOBNO:00868/ AWB/BL.NO.:PKGNNA001565 dt.14/07/2014/ BE.NO.:6186525 dt.21/07/2014/ DAMPER MT EPSILON ( 1500 PCS@ EUR 0.9560/PCS) (ACTUAL USER)/ 2 PKG/619.200 KGS/ ,
sales,6379,06-08-2014,00868 / GKN,,Service Tax,00868 / GKN,241.02,JOBNO:00868/ AWB/BL.NO.:PKGNNA001565 dt.14/07/2014/ BE.NO.:6186525 dt.21/07/2014/ DAMPER MT EPSILON ( 1500 PCS@ EUR 0.9560/PCS) (ACTUAL USER)/ 2 PKG/619.200 KGS/ ,
sales,6380,06-08-2014,00736 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00736 / GKN,16612.23,JOBNO:00736/ AWB/BL.NO.:LMSBKK4932 dt.22/06/2014/ BE.NO.:6167323 dt.19/07/2014/ RUBBER BOOT/ 6 PLT/1016.860 KGS/ ,
sales,6380,06-08-2014,00736 / GKN,,Agency charges,00736 / GKN,2004,JOBNO:00736/ AWB/BL.NO.:LMSBKK4932 dt.22/06/2014/ BE.NO.:6167323 dt.19/07/2014/ RUBBER BOOT/ 6 PLT/1016.860 KGS/ ,
sales,6380,06-08-2014,00736 / GKN,,Documentation charges,00736 / GKN,150,JOBNO:00736/ AWB/BL.NO.:LMSBKK4932 dt.22/06/2014/ BE.NO.:6167323 dt.19/07/2014/ RUBBER BOOT/ 6 PLT/1016.860 KGS/ ,
sales,6380,06-08-2014,00736 / GKN,,CFS Charges,00736 / GKN,12631,JOBNO:00736/ AWB/BL.NO.:LMSBKK4932 dt.22/06/2014/ BE.NO.:6167323 dt.19/07/2014/ RUBBER BOOT/ 6 PLT/1016.860 KGS/ ,
sales,6380,06-08-2014,00736 / GKN,,Service Tax On CFS Charges,00736 / GKN,1561,JOBNO:00736/ AWB/BL.NO.:LMSBKK4932 dt.22/06/2014/ BE.NO.:6167323 dt.19/07/2014/ RUBBER BOOT/ 6 PLT/1016.860 KGS/ ,
sales,6380,06-08-2014,00736 / GKN,,Service Tax,00736 / GKN,266.2344,JOBNO:00736/ AWB/BL.NO.:LMSBKK4932 dt.22/06/2014/ BE.NO.:6167323 dt.19/07/2014/ RUBBER BOOT/ 6 PLT/1016.860 KGS/ ,
sales,6381,06-08-2014,00841 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00841 / GKN,19858.54,JOBNO:00841/ AWB/BL.NO.:SINCB14028551 dt.06/07/2014/ BE.NO.:6108062 dt.15/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
sales,6381,06-08-2014,00841 / GKN,,Agency charges,00841 / GKN,7500,JOBNO:00841/ AWB/BL.NO.:SINCB14028551 dt.06/07/2014/ BE.NO.:6108062 dt.15/07/2014/ GREASE ONE LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER)/ 8 PKG/4800 KGS/ ,
