Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6347,05-08-2014,00934 / GKN,,Agency charges,00934 / GKN,1800,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 5 PKG/335 KGS/ ,
sales,6347,05-08-2014,00934 / GKN,,Documentation charges,00934 / GKN,150,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 5 PKG/335 KGS/ ,
sales,6347,05-08-2014,00934 / GKN,,AAI Charges,00934 / GKN,4579,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 5 PKG/335 KGS/ ,
sales,6347,05-08-2014,00934 / GKN,,Service Tax On AAI Charges,00934 / GKN,566,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 5 PKG/335 KGS/ ,
sales,6347,05-08-2014,00934 / GKN,,Service Tax,00934 / GKN,241.02,JOBNO:00934/ AWB/BL.NO.:62073356323 dt.15/07/2014/ BE.NO.:6210901 dt.23/07/2014/ TUL LONGUE ASS AAR2300i (ACTUAL USER) (16 PCS@ EUR 15.90/PCS)/ 5 PKG/335 KGS/ ,
sales,6348,05-08-2014,00877 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00877 / GKN,11346.02,JOBNO:00877/ AWB/BL.NO.:12513471706 dt.16/07/2014/ BE.NO.:6148580 dt.17/07/2014/ TOYOTA TULIP 235A  (AUTOMOTIVE COMPONENT) (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PKG/541.500 KGS/ ,
sales,6348,05-08-2014,00877 / GKN,,Agency charges,00877 / GKN,1800,JOBNO:00877/ AWB/BL.NO.:12513471706 dt.16/07/2014/ BE.NO.:6148580 dt.17/07/2014/ TOYOTA TULIP 235A  (AUTOMOTIVE COMPONENT) (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PKG/541.500 KGS/ ,
sales,6348,05-08-2014,00877 / GKN,,Documentation charges,00877 / GKN,150,JOBNO:00877/ AWB/BL.NO.:12513471706 dt.16/07/2014/ BE.NO.:6148580 dt.17/07/2014/ TOYOTA TULIP 235A  (AUTOMOTIVE COMPONENT) (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PKG/541.500 KGS/ ,
sales,6348,05-08-2014,00877 / GKN,,AAI Charges,00877 / GKN,8149,JOBNO:00877/ AWB/BL.NO.:12513471706 dt.16/07/2014/ BE.NO.:6148580 dt.17/07/2014/ TOYOTA TULIP 235A  (AUTOMOTIVE COMPONENT) (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PKG/541.500 KGS/ ,
sales,6348,05-08-2014,00877 / GKN,,Service Tax On AAI Charges,00877 / GKN,1006,JOBNO:00877/ AWB/BL.NO.:12513471706 dt.16/07/2014/ BE.NO.:6148580 dt.17/07/2014/ TOYOTA TULIP 235A  (AUTOMOTIVE COMPONENT) (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PKG/541.500 KGS/ ,
sales,6348,05-08-2014,00877 / GKN,,Service Tax,00877 / GKN,241.02,JOBNO:00877/ AWB/BL.NO.:12513471706 dt.16/07/2014/ BE.NO.:6148580 dt.17/07/2014/ TOYOTA TULIP 235A  (AUTOMOTIVE COMPONENT) (ACTUAL USER) (297 PCS @ EUR 6.639 / PCS)/ 1 PKG/541.500 KGS/ ,
sales,6349,05-08-2014,00895 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00895 / GKN,2731.02,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 2 PKG/97 KGS/ ,
sales,6349,05-08-2014,00895 / GKN,,Agency charges,00895 / GKN,1800,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 2 PKG/97 KGS/ ,
sales,6349,05-08-2014,00895 / GKN,,Documentation charges,00895 / GKN,150,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 2 PKG/97 KGS/ ,
sales,6349,05-08-2014,00895 / GKN,,AAI Charges,00895 / GKN,481,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 2 PKG/97 KGS/ ,
sales,6349,05-08-2014,00895 / GKN,,Service Tax On AAI Charges,00895 / GKN,59,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 2 PKG/97 KGS/ ,
sales,6349,05-08-2014,00895 / GKN,,Service Tax,00895 / GKN,241.02,JOBNO:00895/ AWB/BL.NO.:09877001783 dt.17/07/2014/ BE.NO.:6161480 dt.18/07/2014/ CIRCLIPS EXT PLAIN RING 23.7 X 2.3 X 1.2 (ACTUAL USER) (1000 PCS @ EUR 0.0359 / PCS)/ 2 PKG/97 KGS/ ,
sales,6350,05-08-2014,00912 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00912 / GKN,3586.02,JOBNO:00912/ AWB/BL.NO.:15783998983 dt.17/07/2014/ BE.NO.:6180498 dt.21/07/2014/ PUNCH BACKWARD EXTRUSION AAR-2300I (ACTUAL USER) (5 PCS @ EUR 675.56 / PCS)/ 1 PKG/158 KGS/ ,
sales,6350,05-08-2014,00912 / GKN,,Agency charges,00912 / GKN,1800,JOBNO:00912/ AWB/BL.NO.:15783998983 dt.17/07/2014/ BE.NO.:6180498 dt.21/07/2014/ PUNCH BACKWARD EXTRUSION AAR-2300I (ACTUAL USER) (5 PCS @ EUR 675.56 / PCS)/ 1 PKG/158 KGS/ ,
sales,6350,05-08-2014,00912 / GKN,,Documentation charges,00912 / GKN,150,JOBNO:00912/ AWB/BL.NO.:15783998983 dt.17/07/2014/ BE.NO.:6180498 dt.21/07/2014/ PUNCH BACKWARD EXTRUSION AAR-2300I (ACTUAL USER) (5 PCS @ EUR 675.56 / PCS)/ 1 PKG/158 KGS/ ,
sales,6350,05-08-2014,00912 / GKN,,AAI Charges,00912 / GKN,1242,JOBNO:00912/ AWB/BL.NO.:15783998983 dt.17/07/2014/ BE.NO.:6180498 dt.21/07/2014/ PUNCH BACKWARD EXTRUSION AAR-2300I (ACTUAL USER) (5 PCS @ EUR 675.56 / PCS)/ 1 PKG/158 KGS/ ,
sales,6350,05-08-2014,00912 / GKN,,Service Tax On AAI Charges,00912 / GKN,153,JOBNO:00912/ AWB/BL.NO.:15783998983 dt.17/07/2014/ BE.NO.:6180498 dt.21/07/2014/ PUNCH BACKWARD EXTRUSION AAR-2300I (ACTUAL USER) (5 PCS @ EUR 675.56 / PCS)/ 1 PKG/158 KGS/ ,
sales,6350,05-08-2014,00912 / GKN,,Service Tax,00912 / GKN,241.02,JOBNO:00912/ AWB/BL.NO.:15783998983 dt.17/07/2014/ BE.NO.:6180498 dt.21/07/2014/ PUNCH BACKWARD EXTRUSION AAR-2300I (ACTUAL USER) (5 PCS @ EUR 675.56 / PCS)/ 1 PKG/158 KGS/ ,
sales,6351,05-08-2014,00965 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00965 / GKN,2746.02,JOBNO:00965/ AWB/BL.NO.:15784253901 dt.24/07/2014/ BE.NO.:6239156 dt.25/07/2014/ COMPRESSION SPRING (ACTUAL USER) (30000 PCS @ EUR 0.022 / PCS)/ 3 PKG/28 KGS/ ,
sales,6351,05-08-2014,00965 / GKN,,Agency charges,00965 / GKN,1800,JOBNO:00965/ AWB/BL.NO.:15784253901 dt.24/07/2014/ BE.NO.:6239156 dt.25/07/2014/ COMPRESSION SPRING (ACTUAL USER) (30000 PCS @ EUR 0.022 / PCS)/ 3 PKG/28 KGS/ ,
sales,6351,05-08-2014,00965 / GKN,,Documentation charges,00965 / GKN,150,JOBNO:00965/ AWB/BL.NO.:15784253901 dt.24/07/2014/ BE.NO.:6239156 dt.25/07/2014/ COMPRESSION SPRING (ACTUAL USER) (30000 PCS @ EUR 0.022 / PCS)/ 3 PKG/28 KGS/ ,
sales,6351,05-08-2014,00965 / GKN,,AAI Charges,00965 / GKN,494,JOBNO:00965/ AWB/BL.NO.:15784253901 dt.24/07/2014/ BE.NO.:6239156 dt.25/07/2014/ COMPRESSION SPRING (ACTUAL USER) (30000 PCS @ EUR 0.022 / PCS)/ 3 PKG/28 KGS/ ,
sales,6351,05-08-2014,00965 / GKN,,Service Tax On AAI Charges,00965 / GKN,61,JOBNO:00965/ AWB/BL.NO.:15784253901 dt.24/07/2014/ BE.NO.:6239156 dt.25/07/2014/ COMPRESSION SPRING (ACTUAL USER) (30000 PCS @ EUR 0.022 / PCS)/ 3 PKG/28 KGS/ ,
sales,6351,05-08-2014,00965 / GKN,,Service Tax,00965 / GKN,241.02,JOBNO:00965/ AWB/BL.NO.:15784253901 dt.24/07/2014/ BE.NO.:6239156 dt.25/07/2014/ COMPRESSION SPRING (ACTUAL USER) (30000 PCS @ EUR 0.022 / PCS)/ 3 PKG/28 KGS/ ,
sales,6352,05-08-2014,00981 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00981 / GKN,2531.02,JOBNO:00981/ AWB/BL.NO.:02074193545 dt.28/07/2014/ BE.NO.:6285405 dt.30/07/2014/ SNAP RING OF CARBON STEEL (ACTUAL USER) (50000 PCS @ EUR 0.0367 / PCS)/ 1 PKG/61 KGS/ ,
sales,6352,05-08-2014,00981 / GKN,,Agency charges,00981 / GKN,1800,JOBNO:00981/ AWB/BL.NO.:02074193545 dt.28/07/2014/ BE.NO.:6285405 dt.30/07/2014/ SNAP RING OF CARBON STEEL (ACTUAL USER) (50000 PCS @ EUR 0.0367 / PCS)/ 1 PKG/61 KGS/ ,
sales,6352,05-08-2014,00981 / GKN,,Documentation charges,00981 / GKN,150,JOBNO:00981/ AWB/BL.NO.:02074193545 dt.28/07/2014/ BE.NO.:6285405 dt.30/07/2014/ SNAP RING OF CARBON STEEL (ACTUAL USER) (50000 PCS @ EUR 0.0367 / PCS)/ 1 PKG/61 KGS/ ,
sales,6352,05-08-2014,00981 / GKN,,AAI Charges,00981 / GKN,303,JOBNO:00981/ AWB/BL.NO.:02074193545 dt.28/07/2014/ BE.NO.:6285405 dt.30/07/2014/ SNAP RING OF CARBON STEEL (ACTUAL USER) (50000 PCS @ EUR 0.0367 / PCS)/ 1 PKG/61 KGS/ ,
sales,6352,05-08-2014,00981 / GKN,,Service Tax On AAI Charges,00981 / GKN,37,JOBNO:00981/ AWB/BL.NO.:02074193545 dt.28/07/2014/ BE.NO.:6285405 dt.30/07/2014/ SNAP RING OF CARBON STEEL (ACTUAL USER) (50000 PCS @ EUR 0.0367 / PCS)/ 1 PKG/61 KGS/ ,
sales,6352,05-08-2014,00981 / GKN,,Service Tax,00981 / GKN,241.02,JOBNO:00981/ AWB/BL.NO.:02074193545 dt.28/07/2014/ BE.NO.:6285405 dt.30/07/2014/ SNAP RING OF CARBON STEEL (ACTUAL USER) (50000 PCS @ EUR 0.0367 / PCS)/ 1 PKG/61 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00969 / GKN,28558.08,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,Agency charges,00969 / GKN,2472,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,Documentation charges,00969 / GKN,150,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,CFS Charges,00969 / GKN,9300,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,Service Tax On CFS Charges,00969 / GKN,1149,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,DO CHARGES,00969 / GKN,13495,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,Service Tax On Do Charges,00969 / GKN,1668,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6353,05-08-2014,00969 / GKN,,Service Tax,00969 / GKN,324.0792,JOBNO:00969/ AWB/BL.NO.:DPOMAA01314 dt.22/07/2014/ BE.NO.: dt./ AQUANET 444 GKN (GRAPHITE LUBRICATING PREPARATION) (ACTUAL USER)/ 5 PKG/5800 KGS/ ,
sales,6354,06-08-2014,00780 / WRIGLEY,WRIGLEY INDIA PRIVATE LIMITED ,,00780 / WRIGLEY,11579.82,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.: dt./ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6354,06-08-2014,00780 / WRIGLEY,,Agency charges,00780 / WRIGLEY,7806,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.: dt./ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6354,06-08-2014,00780 / WRIGLEY,,Documentation charges,00780 / WRIGLEY,250,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.: dt./ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6354,06-08-2014,00780 / WRIGLEY,,Delivery Expenses,00780 / WRIGLEY,750,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.: dt./ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6354,06-08-2014,00780 / WRIGLEY,,ADC Formalities,00780 / WRIGLEY,1500,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.: dt./ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6354,06-08-2014,00780 / WRIGLEY,,Service Tax,00780 / WRIGLEY,1273.8216,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.: dt./ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6355,06-08-2014,00780 / WRIGLEY,WRIGLEY INDIA PRIVATE LIMITED ,,00780 / WRIGLEY,39000,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.:6044332 dt.07/07/2014/ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6355,06-08-2014,00780 / WRIGLEY,,Transport Charges,00780 / WRIGLEY,39000,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.:6044332 dt.07/07/2014/ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6355,06-08-2014,00780 / WRIGLEY,,Service Tax,00780 / WRIGLEY,0,JOBNO:00780/ AWB/BL.NO.:MSCUFH907419 dt.21/05/2014/ BE.NO.:6044332 dt.07/07/2014/ BASE SB DF2456 45KG PAL PLASTIC MB/ 2 PKG/17928.500 KGS/ 4501805651,
sales,6356,06-08-2014,00615 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00615 / GKN,8000,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6356,06-08-2014,00615 / GKN,,Transport Charges,00615 / GKN,8000,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6356,06-08-2014,00615 / GKN,,Service Tax,00615 / GKN,0,JOBNO:00615/ AWB/BL.NO.:SINCB14024136 dt.08/06/2014/ BE.NO.:5815883 dt.16/06/2014/ GREASE-ONE-LUBER GKN-C (180 KGS / DRUM) (ACTUAL USER) (24 DRUM @ USD 653.40 / DRUM)/ 8 PLT/4800 KGS/ ,
sales,6357,06-08-2014,00616 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00616 / GKN,61400,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Transport Charges,00616 / GKN,40000,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Transport Charges (CFS ORAGADOM TO WEBTECH TO ASPEE),00616 / GKN,13000,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Halting Charges,00616 / GKN,2400,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Halting Charges,00616 / GKN,2400,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Halting Charges,00616 / GKN,2400,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Halting Charges,00616 / GKN,1200,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6357,06-08-2014,00616 / GKN,,Service Tax,00616 / GKN,0,JOBNO:00616/ AWB/BL.NO.:HJCSEL463923700 DT.16/06/2014/ BE.NO.:6034919 dt.07/07/2014/ NON ALLOY HOT ROLLED STEEL BAR(G:38B3) (S:21.80MM)BARS OF NON ALLOY STEEL NOT FURTHER WORKED THANHOT ROLLED(ACTUAL USER)/ 54BUDL / 121244KGS/ ,
sales,6358,06-08-2014,00475 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00475 / GKN,80000,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6358,06-08-2014,00475 / GKN,,Transport Charges,00475 / GKN,64000,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6358,06-08-2014,00475 / GKN,,Empty Container Movement Charges,00475 / GKN,16000,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6358,06-08-2014,00475 / GKN,,Service Tax,00475 / GKN,0,JOBNO:00475/ AWB/BL.NO.:HJSCSEL459122300 DT.26/05/2014/ BE.NO.:5733348 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:XC45(BS) (SM:48MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER)/ 32BDL / 73478KGS/ ,
sales,6359,06-08-2014,00476 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00476 / GKN,48000,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6359,06-08-2014,00476 / GKN,,Transport Charges,00476 / GKN,40000,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6359,06-08-2014,00476 / GKN,,Empty Container Movement Charges,00476 / GKN,8000,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6359,06-08-2014,00476 / GKN,,Service Tax,00476 / GKN,0,JOBNO:00476/ AWB/BL.NO.:HJSCSEL459122301 DT/21/05/2014/ BE.NO.:5735391 dt.07/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (GI:UC1(BS) (SM:55MM) (BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN FHOT ROLLED  (ACTUAL USER)/ 19BDL/39186KGS/ ,
sales,6360,06-08-2014,00606 / GKN,GKN DRIVE LINE (INDIA) LIMITED,,00606 / GKN,155600,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Transport Charges,00606 / GKN,80000,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Transport Charges - CFS TO ORAGADOM TO GLOBE,00606 / GKN,21000,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
sales,6360,06-08-2014,00606 / GKN,,Transport Charges - CFS TO ORAGADOM TO WEBTECH,00606 / GKN,21000,JOBNO:00606/ AWB/BL.NO.:HJSCSEL4639147 dt.04/06/2014/ BE.NO.:5928058 dt.26/06/2014/ NON ALLOY HOT ROLLED STEEL BAR (G:38B3(BS) (S:21MM) BARS OF NON ALLOY STEEL NOT FURTHER WORKED THAN HOT ROLLED (ACTUAL USER) / 59 BDL/135.328 KGS/ ,
